"gene","distance","Z","FC","p.value","p.adj"
"Hcfc1",5.60597910972319e-12,-0.215336986627829,9.96467902611585e-06,0.997481331577529,0.999999994607851
"Emc2",5.59651138642191e-12,-0.215613291916307,9.93104951877362e-06,0.997485585246021,0.999999994607851
"Mllt1",5.59395608116857e-12,-0.215687939591429,9.9219827742047e-06,0.997486733296213,0.999999994607851
"Vmp1",5.58558002369785e-12,-0.215932848463705,9.89229184459427e-06,0.997490496500032,0.999999994607851
"Gimap1",5.5829506562048e-12,-0.216009798785204,9.88298060086087e-06,0.997491677825007,0.999999994607851
"Ccdc97",5.57041883364854e-12,-0.216377011263312,9.83866254600828e-06,0.997497308135418,0.999999994607851
"Trim5",5.56551967720183e-12,-0.216520775411141,9.82136404399609e-06,0.997499509233611,0.999999994607851
"Krr1",5.56442372705995e-12,-0.216552951678962,9.81749642114795e-06,0.997500001623253,0.999999994607851
"Fbxl17",5.55963801076434e-12,-0.216693525187449,9.80061648871358e-06,0.997502151754956,0.999999994607851
"Cpsf3",5.55738838094094e-12,-0.216759643365667,9.79268672838055e-06,0.99750316247104,0.999999994607851
"Smpd5",5.55137460009431e-12,-0.216936513770394,9.77150440166818e-06,0.997505864348927,0.999999994607851
"Zfp871",5.54896760719727e-12,-0.217007354980064,9.76303268270311e-06,0.997506945765277,0.999999994607851
"Bpgm",5.54397871976406e-12,-0.21715427525771,9.74548535525265e-06,0.997509187177986,0.999999994607851
"Trib1",5.54356594023115e-12,-0.217166436870691,9.74403419992218e-06,0.99750937263202,0.999999994607851
"Gm37494",5.54170703170158e-12,-0.217221215743198,9.73750041587559e-06,0.997510207804448,0.999999994607851
"Madd",5.53873596566099e-12,-0.21730880319072,9.72706211542359e-06,0.997511542648208,0.999999994607851
"Alg1",5.53843923503622e-12,-0.217317553230435,9.72601991376561e-06,0.997511675963664,0.999999994607851
"Nif3l1",5.53719095277388e-12,-0.217354367509718,9.72163620584865e-06,0.997512236793269,0.999999994607851
"Rpe",5.52977102051845e-12,-0.217573353826632,9.69559933901656e-06,0.997515570428486,0.999999994607851
"Dock9",5.5233143358304e-12,-0.217764132117201,9.67297095887355e-06,0.997518471294826,0.999999994607851
"Tcf3",5.52279098929088e-12,-0.217779604657123,9.67113797391655e-06,0.997518706424532,0.999999994607851
"Ginm1",5.51809407833981e-12,-0.217918527565457,9.65469514343255e-06,0.99752081665783,0.999999994607851
"Phax",5.51310439522938e-12,-0.21806622941581,9.63724270850387e-06,0.997523058428144,0.999999994607851
"Cenpa",5.51138921215979e-12,-0.218117029784151,9.63124715207066e-06,0.997523829027484,0.999999994607851
"March6",5.50897615505316e-12,-0.218188524499243,9.62281528100105e-06,0.997524913168444,0.999999994607851
"Smim12",5.50890744411918e-12,-0.218190560708286,9.62257524057122e-06,0.997524944038968,0.999999994607851
"Hdac2",5.50855076048443e-12,-0.218201131199093,9.6213292207261e-06,0.997525104290186,0.999999994607851
"Gmpr2",5.50795968396934e-12,-0.218218649424802,9.61926456274817e-06,0.997525369849696,0.999999994607851
"Cherp",5.49786512947543e-12,-0.218518097983032,9.58403801235026e-06,0.997529905142338,0.999999994607851
"Cyb5b",5.49643455456062e-12,-0.218560576081423,9.57905102185767e-06,0.997530547872629,0.999999994607851
"Snapc3",5.49025257663634e-12,-0.218744254984053,9.55751554111251e-06,0.997533325318576,0.999999994607851
"Gpn2",5.48299430771276e-12,-0.21896015615452,9.53226163453945e-06,0.997536586321782,0.999999994607851
"Rnf41",5.48000352406006e-12,-0.219049195309499,9.52186543299251e-06,0.99753793002443,0.999999994607851
"Sil1",5.47763249212358e-12,-0.219119815567748,9.51362756861126e-06,0.997538995284334,0.999999994607851
